card1,text1,card2,text2,card3,text3,card4,text4,card5,text5,question,correctChoice,mathcodeCorrect,altChoice1,mathcodeAlt1,altChoice2,mathcodeAlt2,altChoice3,mathcodeAlt3,ansExpln
4-club.png,4 of clubs,8-heart.png,8 of hearts,k-diamond.png,King of diamonds,questionMark.png,Any card,questionMark.png,Any card,"Given that you're dealt 3 unmatched cards, how many ways can you get a 2 pair?",conditional2pair, \(\binom{3}{2}\times\binom{3}{1}^2\),wrongChoice75, \(\binom{3}{1}\times\binom{3}{1}^2\),wrongChoice74, \(\binom{3}{2}\times\binom{3}{2}^2\),wrongChoice73, \(\binom{3}{1}\times\binom{3}{2}^2\),The last 2 cards must be the same face as 2 of the 3 cards already dealt from any remaining suit.
a-diamond.png,Ace of diamonds,a-heart.png,Ace of hearts,questionMark.png,Any card,questionMark.png,Any card,questionMark.png,Any card,"Given that you're dealt at least 1 pair, how many ways can you get a 3 of a kind?",conditional3oak,\(\binom{13}{1}\binom{4}{3}\times\binom{12}{2}\binom{4}{1}^2\),wrongChoice5,\(\binom{13}{3}\binom{4}{3}\times\binom{12}{2}\binom{4}{1}^2\),wrongChoice6,\(\binom{13}{1}\binom{4}{3}^3\times\binom{12}{2}\binom{4}{1}^2\),wrongChoice7,\(\binom{13}{1}^3\binom{4}{3}\times\binom{12}{1}^2\binom{4}{1}\),"Since 3 of a kind is a subset of the event that you have at least 1 pair, the answer is the same as the number of ways to get a 3 of a kind without the condition. "
2-heart.png,2 of hearts,2-club.png,2 of clubs,7-club.png,7 of clubs,7-spade.png,7 of spades,questionMark.png,Any card,"Given that you're dealt at least 2 pairs, how many ways can you get a 3 of a kind?",conditional3oak,\(\binom{13}{1}\binom{4}{3}\times\binom{12}{2}\binom{4}{1}^2\),wrongChoice5,\(\binom{13}{3}\binom{4}{3}\times\binom{12}{2}\binom{4}{1}^2\),wrongChoice6,\(\binom{13}{1}\binom{4}{3}^3\times\binom{12}{2}\binom{4}{1}^2\),wrongChoice7,\(\binom{13}{1}^3\binom{4}{3}\times\binom{12}{1}^2\binom{4}{1}\),"Since 3 of a kind is a subset of the event that you have at least 2 pairs, the answer is the same as the number of ways to get a 3 of a kind without the condition. "
4-club.png,4 of clubs,5-spade.png,5 of spades,8-heart.png,8 of hearts,questionMark.png,Any card,questionMark.png,Any card,"Given that you're dealt 3 unmatched cards, how many ways can you get a 3 of a kind?",conditional3oak,\(\binom{3}{1}\times\binom{3}{2}\),wrongChoice78,\(\binom{3}{1}\),wrongChoice77,\(\binom{3}{2}\),wrongChoice76,\(\binom{3}{1}\times\binom{3}{1}^2\),"Of the 3 cards already dealt, choose one of the faces to be the face of the 3 of a kind: \(\binom{3}{1}\). Of the 3 suits already dealt, choose 1 for each of the 2 cards: \(\binom{3}{2}\).  "
5-heart.png,5 of hearts,questionMark.png,Any card,6-club.png,6 of clubs,questionMark.png,Any card,7-diamond.png,7 of diamonds,"Given that you're dealt a 5, 6, and 7, how many ways can you get a straight?",conditionalStrt, \(3\binom{4}{1}^2\),wrongChoice81, \(\binom{4}{1}^2\),wrongChoice80, \(9\binom{4}{1}^2\),wrongChoice79, \(27\binom{4}{1}^2\),"The suit for the 2 remaining cards can be any suit: \(\binom{4}{1}^2\). The straight can be 3 to 7, 4 to 8, or 5 to 9. Therefore, multiply the combination by 3. "
2-club.png,2 of clubs,questionMark.png,Any card,questionMark.png,Any card,questionMark.png,Any card,questionMark.png,Any card,"Given that you're dealt a 2, how many ways can you get a straight?",conditionalStrt,\(2[\binom{4}{1}^4-1]\),wrongChoice84,\(\binom{4}{1}^4-1\),wrongChoice83,\(2[\binom{4}{1}^2-1]\),wrongChoice82,\(4[\binom{4}{1}-1]\),"The suit for the 4 cards can be any, so long as you do not have a straight flush: \(\binom{4}{1}^4-1\). The straight can be ace to 5, or 2 to 6. Therefore, multiply the expression by 2. "
8-heart.png,8 of hearts,3-heart.png,3 of hearts,k-diamond.png,King of diamonds,questionMark.png,Any card,questionMark.png,Any card,"Given that you're dealt 3 red cards, how many ways can you get a flush?",conditionalFlsh, \(\binom{10}{2}\),wrongChoice87, \(\binom{10}{2}^2\),wrongChoice86, \(\binom{10}{1}\),wrongChoice85, \(\binom{10}{1}^2\),"There are 10 faces remaining with the heart suit, and you cannot get a straight flush. From the 10 heart faces, choose 2 for the remaining cards. "
3-spade.png,3 of spades,3-club.png,3 of clubs,3-diamond.png,3 of diamonds,questionMark.png,Any card,questionMark.png,Any card,"Given that you're dealt at least 3 of a kind, how many ways can you get a full house?",conditionalFull,\(\binom{13}{1}\binom{4}{3}\times\binom{12}{1}\binom{4}{2}\),wrongChoice11,\(\binom{13}{1}^3\binom{4}{3}\times\binom{12}{1}^2\binom{4}{2}\),wrongChoice12,\(\binom{13}{3}\binom{4}{1}^3\times\binom{12}{1}\binom{4}{1}^2\),wrongChoice13,\(\binom{13}{3}\binom{4}{1}\times\binom{12}{1}\binom{4}{2}\),"Since a full house is a subset of the event that you have at least a 3 of a kind, the answer is the same as the number of ways to get a full house wihtout the condition. "
10-heart.png,10 of hearts,10-club.png,10 of clubs,questionMark.png,Any card,questionMark.png,Any card,questionMark.png,Any card,"Given that you're dealt at least 1 pair, how many ways can you get a 3 of a full house?",conditionalFull,\(\binom{13}{1}\binom{4}{3}\times\binom{12}{1}\binom{4}{2}\),wrongChoice11,\(\binom{13}{1}^3\binom{4}{3}\times\binom{12}{1}^2\binom{4}{2}\),wrongChoice12,\(\binom{13}{3}\binom{4}{1}^3\times\binom{12}{1}\binom{4}{1}^2\),wrongChoice13,\(\binom{13}{3}\binom{4}{1}\times\binom{12}{1}\binom{4}{2}\),"Since a full house is a subset of the event that you have at least a 1 pair, the answer is the same as the number of ways to get a full house wihtout the condition. "
3-spade.png,3 of spades,3-club.png,3 of clubs,3-diamond.png,3 of diamonds,questionMark.png,Any card,questionMark.png,Any card,"Given that you're dealt at least 3 of a kind, how many ways can you get a 4 of a kind?",conditional4oak,\(\binom{13}{1}\binom{4}{4}\times\binom{12}{1}\binom{4}{1}\),wrongChoice14,\(\binom{13}{1}^4\binom{4}{4}\times\binom{12}{1}\binom{4}{1}\),wrongChoice15,\(\binom{13}{4}\binom{4}{1}^4\times\binom{12}{1}\binom{4}{1}\),wrongChoice16,\(\binom{13}{4}\binom{4}{4}\times\binom{12}{1}\binom{4}{1}\),"Since a 4 of a kind is a subset of the event that you have at least a 3 of a kind, the answer is the same as the number of ways to get a 4 of kind without the condition  "
5-diamond.png,5 of diamonds,questionMark.png,Any card,6-diamond.png,6 of diamonds,questionMark.png,Any card,7-diamond.png,7 of diamonds,"Given that you're dealt a 5, 6, and 7 of diamonds, how many ways can you get a straight flush?",conditionalSF,1,wrongChoice91,3,wrongChoice90,9,wrongChoice89,27,"The straight flush can be 3 to 7, 4 to 8, or 5 to 9 of only diamonds.  "
a-heart.png,Ace of hearts,questionMark.png,Any card,questionMark.png,Any card,questionMark.png,Any card,questionMark.png,Any card,"Given that you're dealt a red ace, how many ways can you get a straight flush?",conditionalSF,1,wrongChoice95,2,wrongChoice94,3,wrongChoice93,4,The straight flush can only be ace to 5 (since 10 to ace would be a royal flush)  So there is only possible way. 
a-heart.png,Ace of hearts,k-heart.png,King of hearts,q-heart.png,Queen of hearts,j-heart.png,Jack of hearts,10-heart.png,10 of hearts,"Given that you're only drawing from red cards, how many ways can you get a royal flush?",conditionalRoyal,1,wrongChoice99,2,wrongChoice98,3,wrongChoice97,4,"There is only 1 royal flush possible for each suit. Since there are 2 suits, there are 2 possible ways. "
